protocol,medium,cc,bandwidth,rtt
QUIC,wired,BBR,10mbps,4.2156487
QUIC,wired,BBR,10mbps,4.0852757
QUIC,wired,BBR,10mbps,4.214498
QUIC,wired,BBR,10mbps,4.215627
QUIC,wired,BBR,10mbps,4.087031
QUIC,wired,BBR,10mbps,4.229434
QUIC,wired,BBR,10mbps,4.232643
QUIC,wired,BBR,10mbps,4.094042
QUIC,wired,BBR,10mbps,4.2328978
QUIC,wired,BBR,10mbps,4.2341843
QUIC,wired,BBR,10mbps,4.098812
QUIC,wired,BBR,10mbps,4.2220907
QUIC,wired,BBR,10mbps,4.223623
QUIC,wired,BBR,10mbps,4.094872
QUIC,wired,BBR,10mbps,4.2115746
QUIC,wired,BBR,10mbps,4.219685
QUIC,wired,BBR,10mbps,4.094426
QUIC,wired,BBR,10mbps,4.216572
QUIC,wired,BBR,10mbps,4.224056
QUIC,wired,BBR,10mbps,4.094209
QUIC,wired,BBR,10mbps,4.235263
QUIC,wired,BBR,10mbps,4.2373233
QUIC,wired,BBR,10mbps,4.105011
QUIC,wired,BBR,10mbps,4.239818
QUIC,wired,BBR,10mbps,4.243236
QUIC,wired,BBR,10mbps,4.106226
QUIC,wired,BBR,10mbps,4.246632
QUIC,wired,BBR,10mbps,4.242815
QUIC,wired,BBR,10mbps,4.101601
QUIC,wired,BBR,10mbps,4.227506
QUIC,wired,BBR,10mbps,4.226204
QUIC,wired,BBR,10mbps,4.095799
QUIC,wired,BBR,10mbps,4.2350163
QUIC,wired,BBR,10mbps,4.233164
QUIC,wired,BBR,10mbps,4.096966
QUIC,wired,BBR,10mbps,4.221269
QUIC,wired,BBR,10mbps,4.22833
QUIC,wired,BBR,10mbps,4.097005
QUIC,wired,BBR,10mbps,4.236597
QUIC,wired,BBR,10mbps,4.2387533
QUIC,wired,BBR,10mbps,4.109366
QUIC,wired,BBR,10mbps,4.240017
QUIC,wired,BBR,10mbps,4.245918
QUIC,wired,BBR,10mbps,4.1103263
QUIC,wired,BBR,10mbps,4.250163
QUIC,wired,BBR,10mbps,4.247963
QUIC,wired,BBR,10mbps,4.108984
QUIC,wired,BBR,10mbps,4.24569
QUIC,wired,BBR,10mbps,4.246468
QUIC,wired,BBR,10mbps,4.1138573
QUIC,wired,BBR,10mbps,4.235059
QUIC,wired,BBR,10mbps,4.234554
QUIC,wired,BBR,10mbps,4.1008043
QUIC,wired,BBR,10mbps,4.230816
QUIC,wired,BBR,10mbps,3.80494
QUIC,wired,BBR,10mbps,4.44833
QUIC,wired,BBR,10mbps,4.518775
QUIC,wired,BBR,10mbps,5.472083
QUIC,wired,BBR,10mbps,6.337656
QUIC,wired,BBR,10mbps,5.988863
QUIC,wired,BBR,10mbps,5.537033
QUIC,wired,BBR,10mbps,6.2552657
QUIC,wired,BBR,10mbps,5.906822
QUIC,wired,BBR,10mbps,6.4314327
QUIC,wired,BBR,10mbps,8.235264
QUIC,wired,BBR,10mbps,8.948658
QUIC,wired,BBR,10mbps,8.687684
QUIC,wired,BBR,10mbps,8.674843
QUIC,wired,BBR,10mbps,9.1737995
QUIC,wired,BBR,10mbps,9.634471
QUIC,wired,BBR,10mbps,9.211972
QUIC,wired,BBR,10mbps,9.403989
QUIC,wired,BBR,10mbps,8.587615
QUIC,wired,BBR,10mbps,7.980928
QUIC,wired,BBR,10mbps,8.757066
QUIC,wired,BBR,10mbps,8.237539
QUIC,wired,BBR,10mbps,7.27777
QUIC,wired,BBR,10mbps,6.50255
QUIC,wired,BBR,10mbps,6.4014263
QUIC,wired,BBR,10mbps,5.781347
QUIC,wired,BBR,10mbps,5.760489
QUIC,wired,BBR,10mbps,5.203547
QUIC,wired,BBR,10mbps,4.707838
QUIC,wired,BBR,10mbps,4.6998186
QUIC,wired,BBR,10mbps,4.186118
QUIC,wired,BBR,10mbps,4.229568
QUIC,wired,BBR,10mbps,3.779406
QUIC,wired,BBR,10mbps,3.360779
QUIC,wired,BBR,10mbps,3.386139
QUIC,wired,BBR,10mbps,3.900897
QUIC,wired,BBR,10mbps,3.843107
QUIC,wired,BBR,10mbps,5.081961
QUIC,wired,BBR,10mbps,4.758617
QUIC,wired,BBR,10mbps,4.461802
QUIC,wired,BBR,10mbps,4.1946917
QUIC,wired,BBR,10mbps,4.392587
QUIC,wired,BBR,10mbps,4.026123
QUIC,wired,BBR,10mbps,4.22652
QUIC,wired,BBR,10mbps,3.8673658
QUIC,wired,BBR,10mbps,3.538936
QUIC,wired,BBR,10mbps,3.684846
QUIC,wired,BBR,10mbps,3.303061
QUIC,wired,BBR,10mbps,3.45294
QUIC,wired,BBR,10mbps,3.09791
QUIC,wired,BBR,10mbps,2.7679758
QUIC,wired,BBR,10mbps,2.871206
QUIC,wired,BBR,10mbps,3.442487
QUIC,wired,BBR,10mbps,3.441216
QUIC,wired,BBR,10mbps,3.9422581
QUIC,wired,BBR,10mbps,3.7493188
QUIC,wired,BBR,10mbps,3.587099
QUIC,wired,BBR,10mbps,3.4266179
QUIC,wired,BBR,10mbps,3.716638
QUIC,wired,BBR,10mbps,3.4297
QUIC,wired,BBR,10mbps,3.705076
QUIC,wired,BBR,10mbps,3.4111261
QUIC,wired,BBR,10mbps,3.135757
QUIC,wired,BBR,10mbps,3.3209372
QUIC,wired,BBR,10mbps,2.991262
QUIC,wired,BBR,10mbps,3.186484
QUIC,wired,BBR,10mbps,2.869738
QUIC,wired,BBR,10mbps,2.5567288
QUIC,wired,BBR,10mbps,2.6868079
QUIC,wired,BBR,10mbps,3.2846272
QUIC,wired,BBR,10mbps,3.305824
QUIC,wired,BBR,10mbps,3.829529
QUIC,wired,BBR,10mbps,3.667899
QUIC,wired,BBR,10mbps,3.508204
QUIC,wired,BBR,10mbps,3.368355
QUIC,wired,BBR,10mbps,3.666313
QUIC,wired,BBR,10mbps,3.388579
QUIC,wired,BBR,10mbps,3.66498
QUIC,wired,BBR,10mbps,3.386758
QUIC,wired,BBR,10mbps,3.117291
QUIC,wired,BBR,10mbps,3.3158128
QUIC,wired,BBR,10mbps,2.9780002
QUIC,wired,BBR,10mbps,3.1621819
QUIC,wired,BBR,10mbps,2.8382251
QUIC,wired,BBR,10mbps,2.542795
QUIC,wired,BBR,10mbps,2.682339
QUIC,wired,BBR,10mbps,3.284583
QUIC,wired,BBR,10mbps,3.312547
QUIC,wired,BBR,10mbps,3.836426
QUIC,wired,BBR,10mbps,3.6720982
QUIC,wired,BBR,10mbps,3.519177
QUIC,wired,BBR,10mbps,3.363421
QUIC,wired,BBR,10mbps,3.6602168
QUIC,wired,BBR,10mbps,3.387057
QUIC,wired,BBR,10mbps,3.6636631
QUIC,wired,BBR,10mbps,3.3734372
QUIC,wired,BBR,10mbps,3.1090221
QUIC,wired,BBR,10mbps,4.379988
QUIC,wired,BBR,10mbps,4.146845
QUIC,wired,BBR,10mbps,3.9513643
QUIC,wired,BBR,10mbps,3.900626
QUIC,wired,BBR,10mbps,5.140439
QUIC,wired,BBR,10mbps,4.803956
QUIC,wired,BBR,10mbps,4.5091267
QUIC,wired,BBR,10mbps,4.232991
QUIC,wired,BBR,10mbps,4.428165
QUIC,wired,BBR,10mbps,4.0470476
QUIC,wired,BBR,10mbps,4.246113
QUIC,wired,BBR,10mbps,3.8811212
QUIC,wired,BBR,10mbps,3.559206
QUIC,wired,BBR,10mbps,3.7017071
QUIC,wired,BBR,10mbps,3.316551
QUIC,wired,BBR,10mbps,3.465982
QUIC,wired,BBR,10mbps,3.1124501
QUIC,wired,BBR,10mbps,3.151445
QUIC,wired,BBR,10mbps,3.2092462
QUIC,wired,BBR,10mbps,4.5079737
QUIC,wired,BBR,10mbps,4.3585606
QUIC,wired,BBR,10mbps,4.763362
QUIC,wired,BBR,10mbps,4.478999
QUIC,wired,BBR,10mbps,4.217187
QUIC,wired,BBR,10mbps,3.9915512
QUIC,wired,BBR,10mbps,4.2210493
QUIC,wired,BBR,10mbps,3.874249
QUIC,wired,BBR,10mbps,4.096453
QUIC,wired,BBR,10mbps,3.750908
QUIC,wired,BBR,10mbps,3.4426482
QUIC,wired,BBR,10mbps,3.597627
QUIC,wired,BBR,10mbps,3.224997
QUIC,wired,BBR,10mbps,3.378378
QUIC,wired,BBR,10mbps,3.034951
QUIC,wired,BBR,10mbps,2.704451
QUIC,wired,BBR,10mbps,2.80743
QUIC,wired,BBR,10mbps,3.394468
QUIC,wired,BBR,10mbps,3.409379
QUIC,wired,BBR,10mbps,4.492288
QUIC,wired,BBR,10mbps,4.2401643
QUIC,wired,BBR,10mbps,4.010912
QUIC,wired,BBR,10mbps,3.8009632
QUIC,wired,BBR,10mbps,4.04924
QUIC,wired,BBR,10mbps,3.721789
QUIC,wired,BBR,10mbps,3.9540691
QUIC,wired,BBR,10mbps,3.6417098
QUIC,wired,BBR,10mbps,3.3361099
QUIC,wired,BBR,10mbps,3.5035179
QUIC,wired,BBR,10mbps,3.146319
QUIC,wired,BBR,10mbps,3.322711
QUIC,wired,BBR,10mbps,2.9820652
QUIC,wired,BBR,10mbps,3.042878
QUIC,wired,BBR,10mbps,3.113267
QUIC,wired,BBR,10mbps,3.656498
QUIC,wired,BBR,10mbps,3.633816
QUIC,wired,BBR,10mbps,4.139836
QUIC,wired,BBR,10mbps,3.92889
QUIC,wired,BBR,10mbps,3.730395
QUIC,wired,BBR,10mbps,3.560812
QUIC,wired,BBR,10mbps,3.8324442
QUIC,wired,BBR,10mbps,3.5235791
QUIC,wired,BBR,10mbps,3.7809432
QUIC,wired,BBR,10mbps,3.486223
QUIC,wired,BBR,10mbps,3.206376
QUIC,wired,BBR,10mbps,3.397291
QUIC,wired,BBR,10mbps,3.049104
QUIC,wired,BBR,10mbps,3.229766
QUIC,wired,BBR,10mbps,2.8983002
QUIC,wired,BBR,10mbps,2.584408
QUIC,wired,BBR,10mbps,2.698364
QUIC,wired,BBR,10mbps,3.298511
QUIC,wired,BBR,10mbps,3.318008
QUIC,wired,BBR,10mbps,3.83606
QUIC,wired,BBR,10mbps,3.667494
QUIC,wired,BBR,10mbps,3.504366
QUIC,wired,BBR,10mbps,3.3593938
QUIC,wired,BBR,10mbps,3.676167
QUIC,wired,BBR,10mbps,3.386339
QUIC,wired,BBR,10mbps,3.661762
QUIC,wired,BBR,10mbps,3.3767078
QUIC,wired,BBR,10mbps,3.11319
QUIC,wired,BBR,10mbps,3.305912
QUIC,wired,BBR,10mbps,2.9725099
QUIC,wired,BBR,10mbps,3.166331
QUIC,wired,BBR,10mbps,2.844026
QUIC,wired,BBR,10mbps,2.9290378
QUIC,wired,BBR,10mbps,3.0082102
QUIC,wired,BBR,10mbps,3.575662
QUIC,wired,BBR,10mbps,3.556669
QUIC,wired,BBR,10mbps,4.0654297
QUIC,wired,BBR,10mbps,3.868933
QUIC,wired,BBR,10mbps,3.691857
QUIC,wired,BBR,10mbps,3.528666
QUIC,wired,BBR,10mbps,3.802724
QUIC,wired,BBR,10mbps,3.511206
QUIC,wired,BBR,10mbps,3.776772
QUIC,wired,BBR,10mbps,3.476496
QUIC,wired,BBR,10mbps,3.2038848
QUIC,wired,BBR,10mbps,3.39163
QUIC,wired,BBR,10mbps,3.0474918
QUIC,wired,BBR,10mbps,3.2325232
QUIC,wired,BBR,10mbps,2.909469
QUIC,wired,BBR,10mbps,2.5981839
QUIC,wired,BBR,10mbps,2.72582
QUIC,wired,BBR,10mbps,3.322681
QUIC,wired,BBR,10mbps,3.3381891
QUIC,wired,BBR,10mbps,3.855517
QUIC,wired,BBR,10mbps,3.673166
QUIC,wired,BBR,10mbps,3.5160658
QUIC,wired,BBR,10mbps,3.376858
QUIC,wired,BBR,10mbps,3.679251
QUIC,wired,BBR,10mbps,3.397097
QUIC,wired,BBR,10mbps,3.678314
QUIC,wired,BBR,10mbps,3.401858
QUIC,wired,BBR,10mbps,3.124543
QUIC,wired,BBR,10mbps,3.3220608
QUIC,wired,BBR,10mbps,2.984025
QUIC,wired,BBR,10mbps,3.180353
QUIC,wired,BBR,10mbps,2.862444
QUIC,wired,BBR,10mbps,2.540163
QUIC,wired,BBR,10mbps,2.671968
QUIC,wired,BBR,10mbps,3.281744
QUIC,wired,BBR,10mbps,3.3015869
QUIC,wired,BBR,10mbps,3.82778
QUIC,wired,BBR,10mbps,3.660091
QUIC,wired,BBR,10mbps,3.50284
QUIC,wired,BBR,10mbps,3.3597498
QUIC,wired,BBR,10mbps,3.664307
QUIC,wired,BBR,10mbps,3.38862
QUIC,wired,BBR,10mbps,3.6652749
QUIC,wired,BBR,10mbps,3.387806
QUIC,wired,BBR,10mbps,3.123332
QUIC,wired,BBR,10mbps,3.319226
QUIC,wired,BBR,10mbps,2.98316
QUIC,wired,BBR,10mbps,3.1820781
QUIC,wired,BBR,10mbps,2.8619401
QUIC,wired,BBR,10mbps,2.545734
QUIC,wired,BBR,10mbps,2.678236
QUIC,wired,BBR,10mbps,3.285002
QUIC,wired,BBR,10mbps,3.3056588
QUIC,wired,BBR,10mbps,3.814792
QUIC,wired,BBR,10mbps,3.650489
QUIC,wired,BBR,10mbps,3.4925451
QUIC,wired,BBR,10mbps,3.351392
QUIC,wired,BBR,10mbps,3.6691089
QUIC,wired,BBR,10mbps,3.38549
QUIC,wired,BBR,10mbps,3.664003
QUIC,wired,BBR,10mbps,3.373818
QUIC,wired,BBR,10mbps,3.110208
QUIC,wired,BBR,10mbps,3.304711
QUIC,wired,BBR,10mbps,2.966525
QUIC,wired,BBR,10mbps,3.161716
QUIC,wired,BBR,10mbps,2.8387911
QUIC,wired,BBR,10mbps,2.5262551
QUIC,wired,BBR,10mbps,2.6647592
QUIC,wired,BBR,10mbps,3.2846172
QUIC,wired,BBR,10mbps,3.303259
QUIC,wired,BBR,10mbps,3.831971
QUIC,wired,BBR,10mbps,3.660789
QUIC,wired,BBR,10mbps,3.511847
QUIC,wired,BBR,10mbps,3.36117
QUIC,wired,BBR,10mbps,3.6678662
QUIC,wired,BBR,10mbps,3.391819
QUIC,wired,BBR,10mbps,3.670758
QUIC,wired,BBR,10mbps,3.365123
QUIC,wired,BBR,10mbps,3.103303
QUIC,wired,BBR,10mbps,3.300095
QUIC,wired,BBR,10mbps,2.955921
QUIC,wired,BBR,10mbps,3.153779
QUIC,wired,BBR,10mbps,2.82946
QUIC,wired,BBR,10mbps,2.530262
QUIC,wired,BBR,10mbps,2.665915
QUIC,wired,BBR,10mbps,3.25205
QUIC,wired,BBR,10mbps,3.2742941
QUIC,wired,BBR,10mbps,3.807109
QUIC,wired,BBR,10mbps,3.644149
QUIC,wired,BBR,10mbps,3.484333
QUIC,wired,BBR,10mbps,3.338026
QUIC,wired,BBR,10mbps,3.634005
QUIC,wired,BBR,10mbps,3.3571
QUIC,wired,BBR,10mbps,3.63779
QUIC,wired,BBR,10mbps,3.361006
QUIC,wired,BBR,10mbps,3.090299
QUIC,wired,BBR,10mbps,3.283297
QUIC,wired,BBR,10mbps,2.950261
QUIC,wired,BBR,10mbps,3.146179
QUIC,wired,BBR,10mbps,3.880427
QUIC,wired,BBR,10mbps,3.439585
QUIC,wired,BBR,10mbps,3.45065
QUIC,wired,BBR,10mbps,3.9616861
QUIC,wired,BBR,10mbps,3.8975601
QUIC,wired,BBR,10mbps,4.346151
QUIC,wired,BBR,10mbps,4.110408
QUIC,wired,BBR,10mbps,3.8959632
QUIC,wired,BBR,10mbps,3.704123
QUIC,wired,BBR,10mbps,3.9474978
QUIC,wired,BBR,10mbps,3.63173
QUIC,wired,BBR,10mbps,3.88448
QUIC,wired,BBR,10mbps,3.5715811
QUIC,wired,BBR,10mbps,3.281985
QUIC,wired,BBR,10mbps,3.461123
QUIC,wired,BBR,10mbps,3.10272
QUIC,wired,BBR,10mbps,3.278888
QUIC,wired,BBR,10mbps,2.947773
QUIC,wired,BBR,10mbps,2.6212962
QUIC,wired,BBR,10mbps,2.731778
QUIC,wired,BBR,10mbps,3.3325691
QUIC,wired,BBR,10mbps,3.3424642
QUIC,wired,BBR,10mbps,3.861149
QUIC,wired,BBR,10mbps,3.6911511
QUIC,wired,BBR,10mbps,3.524411
QUIC,wired,BBR,10mbps,3.366963
QUIC,wired,BBR,10mbps,3.681031
QUIC,wired,BBR,10mbps,3.389761
QUIC,wired,BBR,10mbps,3.6693041
QUIC,wired,BBR,10mbps,3.380887
QUIC,wired,BBR,10mbps,3.116162
QUIC,wired,BBR,10mbps,3.317205
QUIC,wired,BBR,10mbps,2.984553
QUIC,wired,BBR,10mbps,3.183245
QUIC,wired,BBR,10mbps,2.86249
QUIC,wired,BBR,10mbps,2.551379
QUIC,wired,BBR,10mbps,2.681106
QUIC,wired,BBR,10mbps,3.2884438
QUIC,wired,BBR,10mbps,3.310282
QUIC,wired,BBR,10mbps,3.828585
QUIC,wired,BBR,10mbps,3.659787
QUIC,wired,BBR,10mbps,3.503909
QUIC,wired,BBR,10mbps,3.3485742
QUIC,wired,BBR,10mbps,3.6538181
QUIC,wired,BBR,10mbps,3.371636
QUIC,wired,BBR,10mbps,3.655307
QUIC,wired,BBR,10mbps,3.372653
QUIC,wired,BBR,10mbps,3.111871
QUIC,wired,BBR,10mbps,3.3081539
QUIC,wired,BBR,10mbps,2.968765
QUIC,wired,BBR,10mbps,3.163457
QUIC,wired,BBR,10mbps,2.8469892
QUIC,wired,BBR,10mbps,2.535935
QUIC,wired,BBR,10mbps,2.671971
QUIC,wired,BBR,10mbps,3.277692
QUIC,wired,BBR,10mbps,3.298932
QUIC,wired,BBR,10mbps,3.830817
QUIC,wired,BBR,10mbps,3.665728
QUIC,wired,BBR,10mbps,3.508724
QUIC,wired,BBR,10mbps,3.361259
QUIC,wired,BBR,10mbps,3.663118
QUIC,wired,BBR,10mbps,3.3849502
QUIC,wired,BBR,10mbps,3.66929
QUIC,wired,BBR,10mbps,3.36661
QUIC,wired,BBR,10mbps,3.098971
QUIC,wired,BBR,10mbps,3.297225
QUIC,wired,BBR,10mbps,2.956818
QUIC,wired,BBR,10mbps,3.1567562
QUIC,wired,BBR,10mbps,2.837307
QUIC,wired,BBR,10mbps,2.526942
QUIC,wired,BBR,10mbps,2.653394
QUIC,wired,BBR,10mbps,3.249696
QUIC,wired,BBR,10mbps,3.276828
QUIC,wired,BBR,10mbps,3.804109
QUIC,wired,BBR,10mbps,3.6344461
QUIC,wired,BBR,10mbps,3.486524
QUIC,wired,BBR,10mbps,3.345141
QUIC,wired,BBR,10mbps,3.6448798
QUIC,wired,BBR,10mbps,3.36953
QUIC,wired,BBR,10mbps,3.6487038
QUIC,wired,BBR,10mbps,3.364811
QUIC,wired,BBR,10mbps,3.108269
QUIC,wired,BBR,10mbps,3.311983
QUIC,wired,BBR,10mbps,2.956034
QUIC,wired,BBR,10mbps,3.1537678
QUIC,wired,BBR,10mbps,2.837871
QUIC,wired,BBR,10mbps,2.5265741
QUIC,wired,BBR,10mbps,2.649663
QUIC,wired,BBR,10mbps,3.253877
QUIC,wired,BBR,10mbps,3.280966
QUIC,wired,BBR,10mbps,3.81108
QUIC,wired,BBR,10mbps,3.6459801
QUIC,wired,BBR,10mbps,3.4873521
QUIC,wired,BBR,10mbps,3.346315
QUIC,wired,BBR,10mbps,3.64842
QUIC,wired,BBR,10mbps,3.361912
QUIC,wired,BBR,10mbps,3.638049
QUIC,wired,BBR,10mbps,3.350538
QUIC,wired,BBR,10mbps,3.085911
QUIC,wired,BBR,10mbps,3.276277
QUIC,wired,BBR,10mbps,2.938119
QUIC,wired,BBR,10mbps,3.1389432
QUIC,wired,BBR,10mbps,2.8142588
QUIC,wired,BBR,10mbps,2.508654
QUIC,wired,BBR,10mbps,2.645189
QUIC,wired,BBR,10mbps,3.2544072
QUIC,wired,BBR,10mbps,3.280089
QUIC,wired,BBR,10mbps,3.846708
QUIC,wired,BBR,10mbps,3.664187
QUIC,wired,BBR,10mbps,3.504879
QUIC,wired,BBR,10mbps,3.362487
QUIC,wired,BBR,10mbps,3.659992
QUIC,wired,BBR,10mbps,3.3629289
QUIC,wired,BBR,10mbps,3.642268
QUIC,wired,BBR,10mbps,3.355042
QUIC,wired,BBR,10mbps,3.09098
QUIC,wired,BBR,10mbps,3.2895942
QUIC,wired,BBR,10mbps,2.95748
QUIC,wired,BBR,10mbps,3.156477
QUIC,wired,BBR,10mbps,2.835222
QUIC,wired,BBR,10mbps,2.521273
QUIC,wired,BBR,10mbps,2.655952
QUIC,wired,BBR,10mbps,3.263426
QUIC,wired,BBR,10mbps,3.2839391
QUIC,wired,BBR,10mbps,3.809064
QUIC,wired,BBR,10mbps,3.648043
QUIC,wired,BBR,10mbps,3.49472
QUIC,wired,BBR,10mbps,3.3530521
QUIC,wired,BBR,10mbps,3.65697
QUIC,wired,BBR,10mbps,3.377409
QUIC,wired,BBR,10mbps,3.66029
QUIC,wired,BBR,10mbps,3.383705
QUIC,wired,BBR,10mbps,3.119216
QUIC,wired,BBR,10mbps,3.317815
QUIC,wired,BBR,10mbps,2.982455
QUIC,wired,BBR,10mbps,3.180665
QUIC,wired,BBR,10mbps,2.864367
QUIC,wired,BBR,10mbps,2.547077
QUIC,wired,BBR,10mbps,2.6793559
QUIC,wired,BBR,10mbps,3.282836
QUIC,wired,BBR,10mbps,3.305876
QUIC,wired,BBR,10mbps,3.8308132
QUIC,wired,BBR,10mbps,3.660547
QUIC,wired,BBR,10mbps,3.5092862
QUIC,wired,BBR,10mbps,3.374875
QUIC,wired,BBR,10mbps,3.665616
QUIC,wired,BBR,10mbps,3.530752
QUIC,wired,BBR,10mbps,4.2099843
QUIC,wired,BBR,10mbps,4.1158338
QUIC,wired,BBR,10mbps,3.912543
QUIC,wired,BBR,10mbps,3.593069
QUIC,wired,BBR,10mbps,4.532276
QUIC,wired,BBR,10mbps,5.500729
QUIC,wired,BBR,10mbps,5.261881
QUIC,wired,BBR,10mbps,5.327369
QUIC,wired,BBR,10mbps,4.7938766
QUIC,wired,BBR,10mbps,5.308316
QUIC,wired,BBR,10mbps,5.2352233
QUIC,wired,BBR,10mbps,5.5357547
QUIC,wired,BBR,10mbps,5.532002
QUIC,wired,BBR,10mbps,5.898994
QUIC,wired,BBR,10mbps,5.45245
QUIC,wired,BBR,10mbps,5.421433
QUIC,wired,BBR,10mbps,5.370568
QUIC,wired,BBR,10mbps,5.753673
QUIC,wired,BBR,10mbps,5.1317663
QUIC,wired,BBR,10mbps,4.74677
QUIC,wired,BBR,10mbps,4.5109887
QUIC,wired,BBR,10mbps,4.6011443
QUIC,wired,BBR,10mbps,4.930702
QUIC,wired,BBR,10mbps,5.4668474
QUIC,wired,BBR,10mbps,5.009037
QUIC,wired,BBR,10mbps,4.7566996
QUIC,wired,BBR,10mbps,4.511877
QUIC,wired,BBR,10mbps,4.734692
QUIC,wired,BBR,10mbps,5.186254
QUIC,wired,BBR,10mbps,4.633607
QUIC,wired,BBR,10mbps,4.128437
QUIC,wired,BBR,10mbps,4.131766
QUIC,wired,BBR,10mbps,4.389526
QUIC,wired,BBR,10mbps,4.896795
QUIC,wired,BBR,10mbps,4.371804
QUIC,wired,BBR,10mbps,4.068388
QUIC,wired,BBR,10mbps,3.783327
QUIC,wired,BBR,10mbps,3.956118
QUIC,wired,BBR,10mbps,4.0934987
QUIC,wired,BBR,10mbps,4.641707
QUIC,wired,BBR,10mbps,4.159886
QUIC,wired,BBR,10mbps,3.885526
QUIC,wired,BBR,10mbps,3.617676
QUIC,wired,BBR,10mbps,3.8124352
QUIC,wired,BBR,10mbps,3.9710832
QUIC,wired,BBR,10mbps,4.534181
QUIC,wired,BBR,10mbps,4.065157
QUIC,wired,BBR,10mbps,3.7996929
QUIC,wired,BBR,10mbps,3.545362
QUIC,wired,BBR,10mbps,3.7417068
QUIC,wired,BBR,10mbps,3.90296
QUIC,wired,BBR,10mbps,4.471982
QUIC,wired,BBR,10mbps,4.00675
QUIC,wired,BBR,10mbps,3.9120908
QUIC,wired,BBR,10mbps,3.9557443
QUIC,wired,BBR,10mbps,4.223518
QUIC,wired,BBR,10mbps,3.769925
QUIC,wired,BBR,10mbps,3.9544911
QUIC,wired,BBR,10mbps,3.945679
QUIC,wired,BBR,10mbps,4.2392526
QUIC,wired,BBR,10mbps,4.472375
QUIC,wired,BBR,10mbps,4.053756
QUIC,wired,BBR,10mbps,3.706356
QUIC,wired,BBR,10mbps,4.179017
QUIC,wired,BBR,10mbps,3.908068
QUIC,wired,BBR,10mbps,4.345536
QUIC,wired,BBR,10mbps,3.90466
QUIC,wired,BBR,10mbps,3.473104
QUIC,wired,BBR,10mbps,3.5537531
QUIC,wired,BBR,10mbps,3.60175
QUIC,wired,BBR,10mbps,4.057182
QUIC,wired,BBR,10mbps,4.564162
QUIC,wired,BBR,10mbps,5.0312133
QUIC,wired,BBR,10mbps,4.502513
QUIC,wired,BBR,10mbps,4.011989
QUIC,wired,BBR,10mbps,4.025537
QUIC,wired,BBR,10mbps,4.01678
QUIC,wired,BBR,10mbps,4.4373817
QUIC,wired,BBR,10mbps,5.0351777
QUIC,wired,BBR,10mbps,5.3075857
QUIC,wired,BBR,10mbps,4.742332
QUIC,wired,BBR,10mbps,4.2289395
QUIC,wired,BBR,10mbps,4.350084
QUIC,wired,BBR,10mbps,4.393398
QUIC,wired,BBR,10mbps,4.772225
QUIC,wired,BBR,10mbps,5.303936
QUIC,wired,BBR,10mbps,5.530598
QUIC,wired,BBR,10mbps,4.934787
QUIC,wired,BBR,10mbps,4.370196
QUIC,wired,BBR,10mbps,4.338237
QUIC,wired,BBR,10mbps,4.29148
QUIC,wired,BBR,10mbps,4.6690774
QUIC,wired,BBR,10mbps,5.0970078
QUIC,wired,BBR,10mbps,5.362772
QUIC,wired,BBR,10mbps,4.9233546
QUIC,wired,BBR,10mbps,4.5275364
QUIC,wired,BBR,10mbps,4.4747252
QUIC,wired,BBR,10mbps,4.395741
QUIC,wired,BBR,10mbps,4.7711887
QUIC,wired,BBR,10mbps,5.3275313
QUIC,wired,BBR,10mbps,5.567773
QUIC,wired,BBR,10mbps,4.967121
QUIC,wired,BBR,10mbps,4.397616
QUIC,wired,BBR,10mbps,4.3607044
QUIC,wired,BBR,10mbps,4.306665
QUIC,wired,BBR,10mbps,4.6863613
QUIC,wired,BBR,10mbps,5.251372
QUIC,wired,BBR,10mbps,4.839211
QUIC,wired,BBR,10mbps,4.461838
QUIC,wired,BBR,10mbps,4.551435
QUIC,wired,BBR,10mbps,4.873679
QUIC,wired,BBR,10mbps,5.399905
QUIC,wired,BBR,10mbps,4.950498
QUIC,wired,BBR,10mbps,4.702046
QUIC,wired,BBR,10mbps,4.469098
QUIC,wired,BBR,10mbps,4.697175
QUIC,wired,BBR,10mbps,4.872486
QUIC,wired,BBR,10mbps,5.2743096
QUIC,wired,BBR,10mbps,4.8511977
QUIC,wired,BBR,10mbps,4.612111
QUIC,wired,BBR,10mbps,4.387838
QUIC,wired,BBR,10mbps,4.627068
QUIC,wired,BBR,10mbps,4.814994
QUIC,wired,BBR,10mbps,5.2215123
QUIC,wired,BBR,10mbps,4.8071814
QUIC,wired,BBR,10mbps,4.572672
QUIC,wired,BBR,10mbps,4.35809
QUIC,wired,BBR,10mbps,4.5988812
QUIC,wired,BBR,10mbps,4.785831
QUIC,wired,BBR,10mbps,5.202184
QUIC,wired,BBR,10mbps,4.7910967
QUIC,wired,BBR,10mbps,4.5736737
QUIC,wired,BBR,10mbps,4.3616247
QUIC,wired,BBR,10mbps,4.603561
QUIC,wired,BBR,10mbps,5.061355
QUIC,wired,BBR,10mbps,4.511883
QUIC,wired,BBR,10mbps,4.016201
QUIC,wired,BBR,10mbps,4.029134
QUIC,wired,BBR,10mbps,4.016043
QUIC,wired,BBR,10mbps,4.4238
QUIC,wired,BBR,10mbps,5.010745
QUIC,wired,BBR,10mbps,5.289411
QUIC,wired,BBR,10mbps,4.724076
QUIC,wired,BBR,10mbps,4.205356
