protocol,medium,cc,bandwidth,rtt
QUIC,cellular,CUBIC,10mbps,98.38291
QUIC,cellular,CUBIC,10mbps,103.74183
QUIC,cellular,CUBIC,10mbps,101.90173
QUIC,cellular,CUBIC,10mbps,100.82358
QUIC,cellular,CUBIC,10mbps,99.776405
QUIC,cellular,CUBIC,10mbps,99.94693
QUIC,cellular,CUBIC,10mbps,100.43734
QUIC,cellular,CUBIC,10mbps,101.61521
QUIC,cellular,CUBIC,10mbps,101.51636
QUIC,cellular,CUBIC,10mbps,100.37946
QUIC,cellular,CUBIC,10mbps,98.5458
QUIC,cellular,CUBIC,10mbps,101.46534
QUIC,cellular,CUBIC,10mbps,101.3385
QUIC,cellular,CUBIC,10mbps,104.55689
QUIC,cellular,CUBIC,10mbps,103.01333
QUIC,cellular,CUBIC,10mbps,102.80886
QUIC,cellular,CUBIC,10mbps,101.64402
QUIC,cellular,CUBIC,10mbps,100.613075
QUIC,cellular,CUBIC,10mbps,102.64017
QUIC,cellular,CUBIC,10mbps,103.6228
QUIC,cellular,CUBIC,10mbps,106.04866
QUIC,cellular,CUBIC,10mbps,108.697624
QUIC,cellular,CUBIC,10mbps,108.44412
QUIC,cellular,CUBIC,10mbps,106.68618
QUIC,cellular,CUBIC,10mbps,102.941
QUIC,cellular,CUBIC,10mbps,100.37958
QUIC,cellular,CUBIC,10mbps,100.05737
QUIC,cellular,CUBIC,10mbps,100.50616
QUIC,cellular,CUBIC,10mbps,103.17723
QUIC,cellular,CUBIC,10mbps,102.07843
QUIC,cellular,CUBIC,10mbps,100.01444
QUIC,cellular,CUBIC,10mbps,97.98221
QUIC,cellular,CUBIC,10mbps,97.1651
QUIC,cellular,CUBIC,10mbps,97.31422
QUIC,cellular,CUBIC,10mbps,97.62207
QUIC,cellular,CUBIC,10mbps,98.5177
QUIC,cellular,CUBIC,10mbps,99.628815
QUIC,cellular,CUBIC,10mbps,100.82363
QUIC,cellular,CUBIC,10mbps,105.4853
QUIC,cellular,CUBIC,10mbps,109.636604
QUIC,cellular,CUBIC,10mbps,110.27275
QUIC,cellular,CUBIC,10mbps,111.22536
QUIC,cellular,CUBIC,10mbps,112.6049
QUIC,cellular,CUBIC,10mbps,113.2862
QUIC,cellular,CUBIC,10mbps,111.95008
QUIC,cellular,CUBIC,10mbps,109.744064
QUIC,cellular,CUBIC,10mbps,107.33946
QUIC,cellular,CUBIC,10mbps,106.59093
QUIC,cellular,CUBIC,10mbps,106.089615
QUIC,cellular,CUBIC,10mbps,106.96755
QUIC,cellular,CUBIC,10mbps,108.170135
QUIC,cellular,CUBIC,10mbps,109.009476
QUIC,cellular,CUBIC,10mbps,109.35523
QUIC,cellular,CUBIC,10mbps,109.814
QUIC,cellular,CUBIC,10mbps,113.67979
QUIC,cellular,CUBIC,10mbps,113.715836
QUIC,cellular,CUBIC,10mbps,111.40735
QUIC,cellular,CUBIC,10mbps,109.31584
QUIC,cellular,CUBIC,10mbps,106.21342
QUIC,cellular,CUBIC,10mbps,105.4031
QUIC,cellular,CUBIC,10mbps,105.34049
QUIC,cellular,CUBIC,10mbps,102.823814
QUIC,cellular,CUBIC,10mbps,99.83967
QUIC,cellular,CUBIC,10mbps,97.48823
QUIC,cellular,CUBIC,10mbps,103.30936
QUIC,cellular,CUBIC,10mbps,103.330376
QUIC,cellular,CUBIC,10mbps,103.85022
QUIC,cellular,CUBIC,10mbps,103.83284
QUIC,cellular,CUBIC,10mbps,103.74908
QUIC,cellular,CUBIC,10mbps,106.9846
QUIC,cellular,CUBIC,10mbps,104.37521
QUIC,cellular,CUBIC,10mbps,105.8351
QUIC,cellular,CUBIC,10mbps,105.183395
QUIC,cellular,CUBIC,10mbps,103.37625
QUIC,cellular,CUBIC,10mbps,103.00194
QUIC,cellular,CUBIC,10mbps,100.39876
QUIC,cellular,CUBIC,10mbps,98.46235
QUIC,cellular,CUBIC,10mbps,96.85421
QUIC,cellular,CUBIC,10mbps,103.67098
QUIC,cellular,CUBIC,10mbps,104.85705
QUIC,cellular,CUBIC,10mbps,104.89975
QUIC,cellular,CUBIC,10mbps,109.34647
QUIC,cellular,CUBIC,10mbps,107.8879
QUIC,cellular,CUBIC,10mbps,105.61889
QUIC,cellular,CUBIC,10mbps,106.30154
QUIC,cellular,CUBIC,10mbps,107.56813
QUIC,cellular,CUBIC,10mbps,109.402145
QUIC,cellular,CUBIC,10mbps,111.21821
QUIC,cellular,CUBIC,10mbps,112.91362
QUIC,cellular,CUBIC,10mbps,112.82124
QUIC,cellular,CUBIC,10mbps,111.83637
QUIC,cellular,CUBIC,10mbps,108.69039
QUIC,cellular,CUBIC,10mbps,104.02756
QUIC,cellular,CUBIC,10mbps,107.15178
QUIC,cellular,CUBIC,10mbps,106.28911
QUIC,cellular,CUBIC,10mbps,106.15308
QUIC,cellular,CUBIC,10mbps,103.059555
QUIC,cellular,CUBIC,10mbps,99.699715
QUIC,cellular,CUBIC,10mbps,96.60837
QUIC,cellular,CUBIC,10mbps,93.002846
QUIC,cellular,CUBIC,10mbps,91.2637
QUIC,cellular,CUBIC,10mbps,90.70817
QUIC,cellular,CUBIC,10mbps,89.390884
QUIC,cellular,CUBIC,10mbps,88.93642
QUIC,cellular,CUBIC,10mbps,92.50423
QUIC,cellular,CUBIC,10mbps,89.934006
QUIC,cellular,CUBIC,10mbps,89.20748
QUIC,cellular,CUBIC,10mbps,92.40583
QUIC,cellular,CUBIC,10mbps,90.17835
QUIC,cellular,CUBIC,10mbps,89.15501
QUIC,cellular,CUBIC,10mbps,88.633644
QUIC,cellular,CUBIC,10mbps,87.94501
QUIC,cellular,CUBIC,10mbps,87.47835
QUIC,cellular,CUBIC,10mbps,91.83327
QUIC,cellular,CUBIC,10mbps,92.08251
QUIC,cellular,CUBIC,10mbps,92.35322
QUIC,cellular,CUBIC,10mbps,95.45832
QUIC,cellular,CUBIC,10mbps,99.53664
QUIC,cellular,CUBIC,10mbps,98.868286
QUIC,cellular,CUBIC,10mbps,98.129745
QUIC,cellular,CUBIC,10mbps,100.57687
QUIC,cellular,CUBIC,10mbps,99.96334
QUIC,cellular,CUBIC,10mbps,99.61325
QUIC,cellular,CUBIC,10mbps,103.816536
QUIC,cellular,CUBIC,10mbps,103.54372
QUIC,cellular,CUBIC,10mbps,102.72382
QUIC,cellular,CUBIC,10mbps,105.033936
QUIC,cellular,CUBIC,10mbps,109.20664
QUIC,cellular,CUBIC,10mbps,115.571655
QUIC,cellular,CUBIC,10mbps,117.22407
QUIC,cellular,CUBIC,10mbps,122.55905
QUIC,cellular,CUBIC,10mbps,119.76177
QUIC,cellular,CUBIC,10mbps,115.9887
QUIC,cellular,CUBIC,10mbps,112.55863
QUIC,cellular,CUBIC,10mbps,109.90707
QUIC,cellular,CUBIC,10mbps,112.09096
QUIC,cellular,CUBIC,10mbps,108.52049
QUIC,cellular,CUBIC,10mbps,113.059296
QUIC,cellular,CUBIC,10mbps,109.818275
QUIC,cellular,CUBIC,10mbps,108.05981
QUIC,cellular,CUBIC,10mbps,107.03039
QUIC,cellular,CUBIC,10mbps,104.90063
QUIC,cellular,CUBIC,10mbps,104.38557
QUIC,cellular,CUBIC,10mbps,106.7222
QUIC,cellular,CUBIC,10mbps,106.59221
QUIC,cellular,CUBIC,10mbps,105.748535
QUIC,cellular,CUBIC,10mbps,107.1899
QUIC,cellular,CUBIC,10mbps,111.937126
QUIC,cellular,CUBIC,10mbps,115.449684
QUIC,cellular,CUBIC,10mbps,114.81753
QUIC,cellular,CUBIC,10mbps,116.23497
QUIC,cellular,CUBIC,10mbps,108.59155
QUIC,cellular,CUBIC,10mbps,103.215904
QUIC,cellular,CUBIC,10mbps,99.43575
QUIC,cellular,CUBIC,10mbps,98.887085
QUIC,cellular,CUBIC,10mbps,97.81025
QUIC,cellular,CUBIC,10mbps,99.340965
QUIC,cellular,CUBIC,10mbps,100.42745
QUIC,cellular,CUBIC,10mbps,103.28688
QUIC,cellular,CUBIC,10mbps,107.13271
QUIC,cellular,CUBIC,10mbps,108.119896
QUIC,cellular,CUBIC,10mbps,107.68072
QUIC,cellular,CUBIC,10mbps,105.28638
QUIC,cellular,CUBIC,10mbps,103.63278
QUIC,cellular,CUBIC,10mbps,104.59216
QUIC,cellular,CUBIC,10mbps,102.34355
QUIC,cellular,CUBIC,10mbps,106.80228
QUIC,cellular,CUBIC,10mbps,109.79119
QUIC,cellular,CUBIC,10mbps,104.688805
QUIC,cellular,CUBIC,10mbps,98.73668
QUIC,cellular,CUBIC,10mbps,94.833374
QUIC,cellular,CUBIC,10mbps,94.500786
QUIC,cellular,CUBIC,10mbps,94.49908
QUIC,cellular,CUBIC,10mbps,93.18889
QUIC,cellular,CUBIC,10mbps,96.29443
QUIC,cellular,CUBIC,10mbps,93.07334
QUIC,cellular,CUBIC,10mbps,94.9824
QUIC,cellular,CUBIC,10mbps,95.45924
QUIC,cellular,CUBIC,10mbps,96.12806
QUIC,cellular,CUBIC,10mbps,96.321304
QUIC,cellular,CUBIC,10mbps,100.31819
QUIC,cellular,CUBIC,10mbps,98.457344
QUIC,cellular,CUBIC,10mbps,96.93419
QUIC,cellular,CUBIC,10mbps,101.05921
QUIC,cellular,CUBIC,10mbps,98.99187
QUIC,cellular,CUBIC,10mbps,99.07322
QUIC,cellular,CUBIC,10mbps,98.24725
QUIC,cellular,CUBIC,10mbps,97.222176
QUIC,cellular,CUBIC,10mbps,95.114334
QUIC,cellular,CUBIC,10mbps,96.68462
QUIC,cellular,CUBIC,10mbps,97.93314
QUIC,cellular,CUBIC,10mbps,98.695076
QUIC,cellular,CUBIC,10mbps,104.44053
QUIC,cellular,CUBIC,10mbps,104.47533
QUIC,cellular,CUBIC,10mbps,103.41968
QUIC,cellular,CUBIC,10mbps,104.5259
QUIC,cellular,CUBIC,10mbps,102.08207
QUIC,cellular,CUBIC,10mbps,100.407196
QUIC,cellular,CUBIC,10mbps,96.398964
QUIC,cellular,CUBIC,10mbps,100.39537
QUIC,cellular,CUBIC,10mbps,100.02361
QUIC,cellular,CUBIC,10mbps,99.74027
QUIC,cellular,CUBIC,10mbps,98.84349
QUIC,cellular,CUBIC,10mbps,98.45892
QUIC,cellular,CUBIC,10mbps,97.8629
QUIC,cellular,CUBIC,10mbps,100.06907
QUIC,cellular,CUBIC,10mbps,109.46963
QUIC,cellular,CUBIC,10mbps,112.6618
QUIC,cellular,CUBIC,10mbps,118.412605
QUIC,cellular,CUBIC,10mbps,120.6506
QUIC,cellular,CUBIC,10mbps,116.58535
QUIC,cellular,CUBIC,10mbps,113.06513
QUIC,cellular,CUBIC,10mbps,108.65349
QUIC,cellular,CUBIC,10mbps,106.24639
QUIC,cellular,CUBIC,10mbps,102.234215
QUIC,cellular,CUBIC,10mbps,102.111664
QUIC,cellular,CUBIC,10mbps,101.64261
QUIC,cellular,CUBIC,10mbps,103.03671
QUIC,cellular,CUBIC,10mbps,105.04374
QUIC,cellular,CUBIC,10mbps,108.130356
QUIC,cellular,CUBIC,10mbps,111.21253
QUIC,cellular,CUBIC,10mbps,112.2597
QUIC,cellular,CUBIC,10mbps,115.97264
QUIC,cellular,CUBIC,10mbps,112.04422
QUIC,cellular,CUBIC,10mbps,108.98521
QUIC,cellular,CUBIC,10mbps,107.50303
QUIC,cellular,CUBIC,10mbps,105.51132
QUIC,cellular,CUBIC,10mbps,107.8251
QUIC,cellular,CUBIC,10mbps,104.38637
QUIC,cellular,CUBIC,10mbps,105.375595
QUIC,cellular,CUBIC,10mbps,102.90886
QUIC,cellular,CUBIC,10mbps,101.46857
QUIC,cellular,CUBIC,10mbps,102.21512
QUIC,cellular,CUBIC,10mbps,107.19252
QUIC,cellular,CUBIC,10mbps,106.75661
QUIC,cellular,CUBIC,10mbps,105.76908
QUIC,cellular,CUBIC,10mbps,109.08001
QUIC,cellular,CUBIC,10mbps,108.1619
QUIC,cellular,CUBIC,10mbps,107.121185
QUIC,cellular,CUBIC,10mbps,110.51801
QUIC,cellular,CUBIC,10mbps,113.57165
QUIC,cellular,CUBIC,10mbps,111.90667
QUIC,cellular,CUBIC,10mbps,110.66785
QUIC,cellular,CUBIC,10mbps,109.6711
QUIC,cellular,CUBIC,10mbps,112.30327
QUIC,cellular,CUBIC,10mbps,110.83342
QUIC,cellular,CUBIC,10mbps,110.48048
QUIC,cellular,CUBIC,10mbps,110.48587
QUIC,cellular,CUBIC,10mbps,111.34189
QUIC,cellular,CUBIC,10mbps,117.58909
QUIC,cellular,CUBIC,10mbps,117.15513
QUIC,cellular,CUBIC,10mbps,119.93392
QUIC,cellular,CUBIC,10mbps,114.58025
QUIC,cellular,CUBIC,10mbps,110.93099
QUIC,cellular,CUBIC,10mbps,110.02046
QUIC,cellular,CUBIC,10mbps,109.67144
QUIC,cellular,CUBIC,10mbps,108.97557
QUIC,cellular,CUBIC,10mbps,113.24235
QUIC,cellular,CUBIC,10mbps,114.32187
QUIC,cellular,CUBIC,10mbps,115.98001
QUIC,cellular,CUBIC,10mbps,115.2825
QUIC,cellular,CUBIC,10mbps,113.74227
QUIC,cellular,CUBIC,10mbps,111.86285
QUIC,cellular,CUBIC,10mbps,109.19849
QUIC,cellular,CUBIC,10mbps,106.638535
QUIC,cellular,CUBIC,10mbps,104.25588
QUIC,cellular,CUBIC,10mbps,103.47046
QUIC,cellular,CUBIC,10mbps,103.90097
QUIC,cellular,CUBIC,10mbps,104.45858
QUIC,cellular,CUBIC,10mbps,104.395966
QUIC,cellular,CUBIC,10mbps,104.56619
QUIC,cellular,CUBIC,10mbps,104.95176
QUIC,cellular,CUBIC,10mbps,104.86298
QUIC,cellular,CUBIC,10mbps,109.69339
QUIC,cellular,CUBIC,10mbps,109.63485
QUIC,cellular,CUBIC,10mbps,109.3589
QUIC,cellular,CUBIC,10mbps,108.716934
QUIC,cellular,CUBIC,10mbps,109.11372
QUIC,cellular,CUBIC,10mbps,109.47096
QUIC,cellular,CUBIC,10mbps,109.15524
QUIC,cellular,CUBIC,10mbps,112.56433
QUIC,cellular,CUBIC,10mbps,110.450424
QUIC,cellular,CUBIC,10mbps,113.2046
QUIC,cellular,CUBIC,10mbps,111.428825
QUIC,cellular,CUBIC,10mbps,113.48143
QUIC,cellular,CUBIC,10mbps,113.28798
QUIC,cellular,CUBIC,10mbps,113.613434
QUIC,cellular,CUBIC,10mbps,113.51468
QUIC,cellular,CUBIC,10mbps,110.22017
QUIC,cellular,CUBIC,10mbps,110.623276
QUIC,cellular,CUBIC,10mbps,111.0619
QUIC,cellular,CUBIC,10mbps,112.009186
QUIC,cellular,CUBIC,10mbps,110.72079
QUIC,cellular,CUBIC,10mbps,115.23898
QUIC,cellular,CUBIC,10mbps,113.431274
QUIC,cellular,CUBIC,10mbps,115.56793
QUIC,cellular,CUBIC,10mbps,112.98876
QUIC,cellular,CUBIC,10mbps,110.01662
QUIC,cellular,CUBIC,10mbps,113.524895
QUIC,cellular,CUBIC,10mbps,113.54654
QUIC,cellular,CUBIC,10mbps,112.821175
QUIC,cellular,CUBIC,10mbps,113.05684
QUIC,cellular,CUBIC,10mbps,113.53847
QUIC,cellular,CUBIC,10mbps,116.73843
QUIC,cellular,CUBIC,10mbps,115.87421
QUIC,cellular,CUBIC,10mbps,114.75142
QUIC,cellular,CUBIC,10mbps,117.67603
QUIC,cellular,CUBIC,10mbps,118.4745
QUIC,cellular,CUBIC,10mbps,119.80208
QUIC,cellular,CUBIC,10mbps,120.360825
QUIC,cellular,CUBIC,10mbps,119.41433
QUIC,cellular,CUBIC,10mbps,121.74354
QUIC,cellular,CUBIC,10mbps,119.90876
QUIC,cellular,CUBIC,10mbps,118.076126
QUIC,cellular,CUBIC,10mbps,117.96255
QUIC,cellular,CUBIC,10mbps,116.10707
QUIC,cellular,CUBIC,10mbps,112.977325
QUIC,cellular,CUBIC,10mbps,116.76961
QUIC,cellular,CUBIC,10mbps,116.94662
QUIC,cellular,CUBIC,10mbps,118.23031
QUIC,cellular,CUBIC,10mbps,119.01304
QUIC,cellular,CUBIC,10mbps,118.471466
QUIC,cellular,CUBIC,10mbps,115.42618
QUIC,cellular,CUBIC,10mbps,114.60633
QUIC,cellular,CUBIC,10mbps,108.8088
QUIC,cellular,CUBIC,10mbps,104.12562
QUIC,cellular,CUBIC,10mbps,107.71011
QUIC,cellular,CUBIC,10mbps,109.88078
QUIC,cellular,CUBIC,10mbps,111.41463
QUIC,cellular,CUBIC,10mbps,111.55558
QUIC,cellular,CUBIC,10mbps,114.179985
QUIC,cellular,CUBIC,10mbps,109.93266
QUIC,cellular,CUBIC,10mbps,103.10072
QUIC,cellular,CUBIC,10mbps,98.69836
QUIC,cellular,CUBIC,10mbps,97.02334
QUIC,cellular,CUBIC,10mbps,96.60756
QUIC,cellular,CUBIC,10mbps,95.52102
QUIC,cellular,CUBIC,10mbps,95.456795
QUIC,cellular,CUBIC,10mbps,99.89641
QUIC,cellular,CUBIC,10mbps,99.66693
QUIC,cellular,CUBIC,10mbps,100.80627
QUIC,cellular,CUBIC,10mbps,103.494896
QUIC,cellular,CUBIC,10mbps,110.0958
QUIC,cellular,CUBIC,10mbps,113.15117
QUIC,cellular,CUBIC,10mbps,114.06602
QUIC,cellular,CUBIC,10mbps,113.20732
QUIC,cellular,CUBIC,10mbps,109.63786
QUIC,cellular,CUBIC,10mbps,107.82887
QUIC,cellular,CUBIC,10mbps,104.95633
QUIC,cellular,CUBIC,10mbps,101.61361
QUIC,cellular,CUBIC,10mbps,100.76328
QUIC,cellular,CUBIC,10mbps,101.25013
QUIC,cellular,CUBIC,10mbps,102.86611
QUIC,cellular,CUBIC,10mbps,108.06004
QUIC,cellular,CUBIC,10mbps,106.91829
QUIC,cellular,CUBIC,10mbps,105.88929
QUIC,cellular,CUBIC,10mbps,103.752716
QUIC,cellular,CUBIC,10mbps,107.110535
QUIC,cellular,CUBIC,10mbps,112.843704
QUIC,cellular,CUBIC,10mbps,116.23517
QUIC,cellular,CUBIC,10mbps,115.06529
QUIC,cellular,CUBIC,10mbps,111.26759
QUIC,cellular,CUBIC,10mbps,105.37356
QUIC,cellular,CUBIC,10mbps,98.93735
QUIC,cellular,CUBIC,10mbps,94.844025
QUIC,cellular,CUBIC,10mbps,95.59333
QUIC,cellular,CUBIC,10mbps,94.33373
QUIC,cellular,CUBIC,10mbps,96.01769
QUIC,cellular,CUBIC,10mbps,96.13324
QUIC,cellular,CUBIC,10mbps,96.709404
QUIC,cellular,CUBIC,10mbps,100.228294
QUIC,cellular,CUBIC,10mbps,102.44575
QUIC,cellular,CUBIC,10mbps,111.03949
QUIC,cellular,CUBIC,10mbps,132.71681
QUIC,cellular,CUBIC,10mbps,159.76732
QUIC,cellular,CUBIC,10mbps,180.79092
QUIC,cellular,CUBIC,10mbps,197.98178
QUIC,cellular,CUBIC,10mbps,210.24692
QUIC,cellular,CUBIC,10mbps,224.84625
QUIC,cellular,CUBIC,10mbps,238.94736
QUIC,cellular,CUBIC,10mbps,237.42535
QUIC,cellular,CUBIC,10mbps,232.42365
QUIC,cellular,CUBIC,10mbps,218.27637
QUIC,cellular,CUBIC,10mbps,208.55536
QUIC,cellular,CUBIC,10mbps,198.48903
QUIC,cellular,CUBIC,10mbps,189.34154
QUIC,cellular,CUBIC,10mbps,183.93173
QUIC,cellular,CUBIC,10mbps,176.10818
QUIC,cellular,CUBIC,10mbps,165.48683
QUIC,cellular,CUBIC,10mbps,157.38017
QUIC,cellular,CUBIC,10mbps,148.5301
QUIC,cellular,CUBIC,10mbps,141.26434
QUIC,cellular,CUBIC,10mbps,136.46696
QUIC,cellular,CUBIC,10mbps,130.81937
QUIC,cellular,CUBIC,10mbps,129.76408
QUIC,cellular,CUBIC,10mbps,122.5785
QUIC,cellular,CUBIC,10mbps,116.9531
QUIC,cellular,CUBIC,10mbps,111.614204
QUIC,cellular,CUBIC,10mbps,108.33192
QUIC,cellular,CUBIC,10mbps,104.774414
QUIC,cellular,CUBIC,10mbps,105.51383
QUIC,cellular,CUBIC,10mbps,101.86506
QUIC,cellular,CUBIC,10mbps,99.87255
QUIC,cellular,CUBIC,10mbps,97.242615
QUIC,cellular,CUBIC,10mbps,96.98243
QUIC,cellular,CUBIC,10mbps,100.8678
QUIC,cellular,CUBIC,10mbps,99.85431
QUIC,cellular,CUBIC,10mbps,99.18963
QUIC,cellular,CUBIC,10mbps,98.84413
QUIC,cellular,CUBIC,10mbps,98.5715
QUIC,cellular,CUBIC,10mbps,97.49595
QUIC,cellular,CUBIC,10mbps,99.755325
QUIC,cellular,CUBIC,10mbps,99.67434
QUIC,cellular,CUBIC,10mbps,99.71509
QUIC,cellular,CUBIC,10mbps,99.21731
QUIC,cellular,CUBIC,10mbps,98.60872
QUIC,cellular,CUBIC,10mbps,97.566795
QUIC,cellular,CUBIC,10mbps,97.22264
QUIC,cellular,CUBIC,10mbps,96.220314
QUIC,cellular,CUBIC,10mbps,95.80083
QUIC,cellular,CUBIC,10mbps,97.47534
QUIC,cellular,CUBIC,10mbps,103.31423
QUIC,cellular,CUBIC,10mbps,109.38247
QUIC,cellular,CUBIC,10mbps,115.103355
QUIC,cellular,CUBIC,10mbps,113.96324
QUIC,cellular,CUBIC,10mbps,111.41957
QUIC,cellular,CUBIC,10mbps,107.51645
QUIC,cellular,CUBIC,10mbps,104.40573
QUIC,cellular,CUBIC,10mbps,103.03501
QUIC,cellular,CUBIC,10mbps,102.429
QUIC,cellular,CUBIC,10mbps,102.02681
QUIC,cellular,CUBIC,10mbps,101.59046
QUIC,cellular,CUBIC,10mbps,101.26526
QUIC,cellular,CUBIC,10mbps,101.04763
QUIC,cellular,CUBIC,10mbps,100.9852
QUIC,cellular,CUBIC,10mbps,101.23537
QUIC,cellular,CUBIC,10mbps,101.60363
QUIC,cellular,CUBIC,10mbps,102.37153
QUIC,cellular,CUBIC,10mbps,103.15066
QUIC,cellular,CUBIC,10mbps,103.252754
QUIC,cellular,CUBIC,10mbps,103.77238
QUIC,cellular,CUBIC,10mbps,103.47072
QUIC,cellular,CUBIC,10mbps,106.09767
QUIC,cellular,CUBIC,10mbps,119.90428
QUIC,cellular,CUBIC,10mbps,144.62918
QUIC,cellular,CUBIC,10mbps,173.34511
QUIC,cellular,CUBIC,10mbps,194.20355
QUIC,cellular,CUBIC,10mbps,210.1954
QUIC,cellular,CUBIC,10mbps,220.28967
QUIC,cellular,CUBIC,10mbps,233.29701
QUIC,cellular,CUBIC,10mbps,237.43002
QUIC,cellular,CUBIC,10mbps,226.67998
QUIC,cellular,CUBIC,10mbps,221.38933
QUIC,cellular,CUBIC,10mbps,213.03825
QUIC,cellular,CUBIC,10mbps,197.98633
QUIC,cellular,CUBIC,10mbps,189.95956
QUIC,cellular,CUBIC,10mbps,176.21796
QUIC,cellular,CUBIC,10mbps,166.86978
QUIC,cellular,CUBIC,10mbps,164.13995
QUIC,cellular,CUBIC,10mbps,158.20227
QUIC,cellular,CUBIC,10mbps,154.0107
QUIC,cellular,CUBIC,10mbps,153.47392
QUIC,cellular,CUBIC,10mbps,152.56734
QUIC,cellular,CUBIC,10mbps,151.71193
QUIC,cellular,CUBIC,10mbps,145.21147
QUIC,cellular,CUBIC,10mbps,138.13739
QUIC,cellular,CUBIC,10mbps,137.24937
QUIC,cellular,CUBIC,10mbps,137.5793
QUIC,cellular,CUBIC,10mbps,138.11887
QUIC,cellular,CUBIC,10mbps,132.72559
QUIC,cellular,CUBIC,10mbps,127.441284
QUIC,cellular,CUBIC,10mbps,125.51613
QUIC,cellular,CUBIC,10mbps,119.136635
QUIC,cellular,CUBIC,10mbps,113.19006
QUIC,cellular,CUBIC,10mbps,108.62596
QUIC,cellular,CUBIC,10mbps,105.81287
QUIC,cellular,CUBIC,10mbps,104.259125
QUIC,cellular,CUBIC,10mbps,104.436165
QUIC,cellular,CUBIC,10mbps,106.558846
QUIC,cellular,CUBIC,10mbps,109.69898
QUIC,cellular,CUBIC,10mbps,110.04133
QUIC,cellular,CUBIC,10mbps,108.05283
QUIC,cellular,CUBIC,10mbps,103.56573
QUIC,cellular,CUBIC,10mbps,100.94881
QUIC,cellular,CUBIC,10mbps,100.063545
QUIC,cellular,CUBIC,10mbps,99.7337
QUIC,cellular,CUBIC,10mbps,99.28903
QUIC,cellular,CUBIC,10mbps,98.65214
QUIC,cellular,CUBIC,10mbps,97.33776
QUIC,cellular,CUBIC,10mbps,96.33405
QUIC,cellular,CUBIC,10mbps,96.84045
QUIC,cellular,CUBIC,10mbps,98.342674
QUIC,cellular,CUBIC,10mbps,103.161964
QUIC,cellular,CUBIC,10mbps,103.6585
QUIC,cellular,CUBIC,10mbps,103.894936
QUIC,cellular,CUBIC,10mbps,108.06542
QUIC,cellular,CUBIC,10mbps,107.53723
QUIC,cellular,CUBIC,10mbps,107.139595
QUIC,cellular,CUBIC,10mbps,106.14375
QUIC,cellular,CUBIC,10mbps,105.21613
QUIC,cellular,CUBIC,10mbps,107.39384
QUIC,cellular,CUBIC,10mbps,109.22824
QUIC,cellular,CUBIC,10mbps,111.410484
QUIC,cellular,CUBIC,10mbps,110.46099
QUIC,cellular,CUBIC,10mbps,109.52184
QUIC,cellular,CUBIC,10mbps,110.53342
QUIC,cellular,CUBIC,10mbps,114.6891
QUIC,cellular,CUBIC,10mbps,117.345764
QUIC,cellular,CUBIC,10mbps,117.26797
QUIC,cellular,CUBIC,10mbps,118.83264
QUIC,cellular,CUBIC,10mbps,115.6945
QUIC,cellular,CUBIC,10mbps,112.410965
QUIC,cellular,CUBIC,10mbps,114.120926
QUIC,cellular,CUBIC,10mbps,119.30612
QUIC,cellular,CUBIC,10mbps,117.78593
QUIC,cellular,CUBIC,10mbps,117.768135
QUIC,cellular,CUBIC,10mbps,116.769325
QUIC,cellular,CUBIC,10mbps,115.64684
QUIC,cellular,CUBIC,10mbps,114.00086
QUIC,cellular,CUBIC,10mbps,112.446884
QUIC,cellular,CUBIC,10mbps,118.86261
QUIC,cellular,CUBIC,10mbps,119.0753
QUIC,cellular,CUBIC,10mbps,123.51544
QUIC,cellular,CUBIC,10mbps,119.91169
QUIC,cellular,CUBIC,10mbps,118.495605
QUIC,cellular,CUBIC,10mbps,114.39741
QUIC,cellular,CUBIC,10mbps,116.76148
QUIC,cellular,CUBIC,10mbps,117.94259
QUIC,cellular,CUBIC,10mbps,118.0421
QUIC,cellular,CUBIC,10mbps,114.49873
QUIC,cellular,CUBIC,10mbps,111.2294
QUIC,cellular,CUBIC,10mbps,112.76294
QUIC,cellular,CUBIC,10mbps,110.66369
QUIC,cellular,CUBIC,10mbps,109.384514
QUIC,cellular,CUBIC,10mbps,111.45855
QUIC,cellular,CUBIC,10mbps,109.93109
QUIC,cellular,CUBIC,10mbps,109.74639
QUIC,cellular,CUBIC,10mbps,109.94757
QUIC,cellular,CUBIC,10mbps,109.54699
QUIC,cellular,CUBIC,10mbps,109.90641
QUIC,cellular,CUBIC,10mbps,113.931755
QUIC,cellular,CUBIC,10mbps,112.864746
QUIC,cellular,CUBIC,10mbps,111.44586
QUIC,cellular,CUBIC,10mbps,109.339226
QUIC,cellular,CUBIC,10mbps,108.31734
QUIC,cellular,CUBIC,10mbps,110.88489
QUIC,cellular,CUBIC,10mbps,110.05777
QUIC,cellular,CUBIC,10mbps,113.31606
QUIC,cellular,CUBIC,10mbps,113.64855
QUIC,cellular,CUBIC,10mbps,114.5696
QUIC,cellular,CUBIC,10mbps,114.75733
QUIC,cellular,CUBIC,10mbps,116.59772
QUIC,cellular,CUBIC,10mbps,116.44586
QUIC,cellular,CUBIC,10mbps,115.98574
QUIC,cellular,CUBIC,10mbps,118.81678
QUIC,cellular,CUBIC,10mbps,117.78646
QUIC,cellular,CUBIC,10mbps,117.244064
QUIC,cellular,CUBIC,10mbps,120.740685
QUIC,cellular,CUBIC,10mbps,120.60562
